chemical1	chemical2	textmining
CIDs91757947	CIDs00137551	171
CIDs91757947	CIDs13925348	342
CIDs91757947	CIDs00014098	197
CIDs91757947	CIDs01503946	208
CIDs91757947	CIDs15991547	156
CIDs91757947	CIDs17377964	173
CIDs91757947	CIDs00177607	257
CIDs91757947	CIDs17836517	201
CIDs91757947	CIDs00195570	272
CIDs91757947	CIDs00217246	298
CIDs91757947	CIDs00217957	171
CIDs91757947	CIDs00224044	218
CIDs91757947	CIDs22479942	170
CIDs91757947	CIDs00225358	385
CIDs91757947	CIDs00002292	172
CIDs91757947	CIDs23084497	388
CIDs91757947	CIDs00238663	184
CIDs91757947	CIDs24862679	154
CIDs91757947	CIDs24941246	173
CIDs91757947	CIDs25202914	154
CIDs91757947	CIDs00002755	153
CIDs91757947	CIDs00276741	156
CIDs91757947	CIDs00280005	179
CIDs91757947	CIDs00288227	208
CIDs91757947	CIDs03027546	257
CIDs91757947	CIDs03033973	313
CIDs91757947	CIDs00303566	580
CIDs91757947	CIDs03084849	230
CIDs91757947	CIDs00034109	208
CIDs91757947	CIDs00346926	233
CIDs91757947	CIDs00003561	176
CIDs91757947	CIDs00003995	203
CIDs91757947	CIDs43090821	176
CIDs91757947	CIDs04369509	157
CIDs91757947	CIDs44472878	280
CIDs91757947	CIDs00448138	388
CIDs91757947	CIDs00452550	171
CIDs91757947	CIDs45834489	206
CIDs91757947	CIDs49820500	169
CIDs91757947	CIDs00050896	171
CIDs91757947	CIDs51058786	208
CIDs91757947	CIDs05225083	151
CIDs91757947	CIDs05280451	153
CIDs91757947	CIDs05311280	257
CIDs91757947	CIDs53245675	174
CIDs91757947	CIDs05359739	360
CIDs91757947	CIDs05460029	185
CIDs91757947	CIDs54677972	175
CIDs91757947	CIDs00558521	177
CIDs91757947	CIDs56646613	167
CIDs91757947	CIDs56841845	155
CIDs91757947	CIDs56947167	156
CIDs91757947	CIDs05702297	160
CIDs91757947	CIDs57261680	218
CIDs91757947	CIDs00587694	257
CIDs91757947	CIDs59352802	151
CIDs91757947	CIDs06102788	172
CIDs91757947	CIDs00061799	150
CIDs91757947	CIDs06327350	175
CIDs91757947	CIDs06420121	156
CIDs91757947	CIDs06431952	311
CIDs91757947	CIDs00644096	259
CIDs91757947	CIDs00064701	157
CIDs91757947	CIDs00656646	152
CIDs91757947	CIDs00066171	153
CIDs91757947	CIDs66673763	177
CIDs91757947	CIDs00067273	193
CIDs91757947	CIDs67286591	342
CIDs91757947	CIDs06914627	150
CIDs91757947	CIDs06914634	207
CIDs91757947	CIDs06918110	177
CIDs91757947	CIDs06976275	317
CIDs91757947	CIDs07017350	209
CIDs91757947	CIDs00007032	209
CIDs91757947	CIDs70679452	310
CIDs91757947	CIDs70697251	174
CIDs91757947	CIDs70789277	258
CIDs91757947	CIDs71307949	173
CIDs91757947	CIDs71739407	209
CIDs91757947	CIDs71748661	386
CIDs91757947	CIDs71768368	171
CIDs91757947	CIDs71815954	150
CIDs91757947	CIDs71819725	150
CIDs91757947	CIDs00007355	150
CIDs91757947	CIDs00736344	298
CIDs91757947	CIDs00073750	173
CIDs91757947	CIDs76871945	178
CIDs91757947	CIDs00076938	294
CIDs91757947	CIDs77003884	177
CIDs91757947	CIDs77620538	152
CIDs91757947	CIDs77620546	156
CIDs91757947	CIDs00078612	353
CIDs91757947	CIDs78673830	218
CIDs91757947	CIDs00007967	209
CIDs91757947	CIDs00081782	150
CIDs91757947	CIDs85325324	152
CIDs91757947	CIDs90776698	291
CIDs91757947	CIDs91667932	230
CIDs91757947	CIDs91757950	151
CIDs91757946	CIDs10146183	155
CIDs91757946	CIDs10374453	155
CIDs91757946	CIDs10413188	204
CIDs91757946	CIDs10671711	298
CIDs91757946	CIDs00010841	257
CIDs91757946	CIDs00121864	173
CIDs91757946	CIDs00012310	272
CIDs91757946	CIDs12313072	209
CIDs91757946	CIDs12625499	171
CIDs91757946	CIDs00136379	326
CIDs91757946	CIDs00016239	230
CIDs91757946	CIDs18221931	172
CIDs91757946	CIDs18349976	205
CIDs91757946	CIDs00189775	292
CIDs91757946	CIDs20184166	217
CIDs91757946	CIDs02131478	155
CIDs91757946	CIDs21719095	178
CIDs91757946	CIDs23629654	448
CIDs91757946	CIDs23653511	272
CIDs91757946	CIDs24801857	155
CIDs91757946	CIDs24892818	298
CIDs91757946	CIDs24963035	273
CIDs91757946	CIDs25113126	230
CIDs91757946	CIDs25113128	151
CIDs91757946	CIDs25113615	350
CIDs91757946	CIDs25113616	208
CIDs91757946	CIDs25271577	310
CIDs91757946	CIDs02723704	159
CIDs91757946	CIDs00029353	173
CIDs91757946	CIDs00297211	202
CIDs91757946	CIDs04255417	505
CIDs91757946	CIDs42615254	258
CIDs91757946	CIDs44147212	217
CIDs91757946	CIDs00445663	154
CIDs91757946	CIDs00005219	170
CIDs91757946	CIDs05281571	154
CIDs91757946	CIDs53236857	388
CIDs91757946	CIDs53377502	208
CIDs91757946	CIDs05353447	163
CIDs91757946	CIDs05486195	295
CIDs91757946	CIDs00005537	171
CIDs91757946	CIDs57889327	358
CIDs91757946	CIDs00005979	205
CIDs91757946	CIDs06335984	152
CIDs91757946	CIDs00064691	151
CIDs91757946	CIDs00656444	272
CIDs91757946	CIDs06918848	175
CIDs91757946	CIDs71297167	272
CIDs91757946	CIDs71737834	274
CIDs91757946	CIDs72725813	152
CIDs91757946	CIDs73167580	283
CIDs91757946	CIDs76210624	240
CIDs91757946	CIDs00007846	178
CIDs91757946	CIDs00081507	209
CIDs91757946	CIDs00084308	352
CIDs91757946	CIDs00008740	208
CIDs91757946	CIDs09831050	173
CIDs91757945	CIDs10195059	260
CIDs91757945	CIDs23618097	451
CIDs91757945	CIDs25113191	574
CIDs91757945	CIDs02761171	170
CIDs91757945	CIDs03462650	744
CIDs91757945	CIDs00449144	386
CIDs91757945	CIDs45121705	596
CIDs91757945	CIDs51417250	576
CIDs91757945	CIDs00523235	744
CIDs91757945	CIDs05289155	172
CIDs91757945	CIDs05398892	230
CIDs91757945	CIDs57466396	385
CIDs91757945	CIDs00657098	345
CIDs91757945	CIDs66582747	746
CIDs91757945	CIDs06914662	294
CIDs91757945	CIDs71741431	460
CIDs91757945	CIDs74627734	597
CIDs91757945	CIDs00007898	314
CIDs91757945	CIDs00085320	521
CIDs91757944	CIDs10129962	356
CIDs91757944	CIDs00107801	298
CIDs91757944	CIDs00138016	514
CIDs91757944	CIDs00138052	527
CIDs91757944	CIDs00014829	171
CIDs91757944	CIDs00001742	387
CIDs91757944	CIDs00000218	379
CIDs91757944	CIDs00026613	298
CIDs91757944	CIDs03083220	468
CIDs91757944	CIDs00036599	529
CIDs91757944	CIDs05287451	213
CIDs91757944	CIDs00007051	168
CIDs91757944	CIDs00008158	218
CIDs91757944	CIDs00096523	209
CIDs91757942	CIDs10193124	168
CIDs91757942	CIDs10200390	171
CIDs91757942	CIDs10296883	154
CIDs91757942	CIDs01217101	195
CIDs91757942	CIDs00127860	218
CIDs91757942	CIDs01321313	436
CIDs91757942	CIDs14483474	157
CIDs91757942	CIDs15906194	358
CIDs91757942	CIDs16058680	156
CIDs91757942	CIDs16076883	158
CIDs91757942	CIDs16129591	153
CIDs91757942	CIDs16133255	182
CIDs91757942	CIDs18649154	297
CIDs91757942	CIDs00221007	241
CIDs91757942	CIDs00228506	219
CIDs91757942	CIDs23536770	173
CIDs91757942	CIDs24741805	259
CIDs91757942	CIDs24871506	178
CIDs91757942	CIDs03016496	388
CIDs91757942	CIDs00003499	150
CIDs91757942	CIDs04232365	150
CIDs91757942	CIDs00441484	217
CIDs91757942	CIDs44216754	171
CIDs91757942	CIDs00444161	154
CIDs91757942	CIDs44449087	166
CIDs91757942	CIDs00444599	174
CIDs91757942	CIDs44607992	152
CIDs91757942	CIDs00446087	172
CIDs91757942	CIDs00448819	208
CIDs91757942	CIDs00044948	194
CIDs91757942	CIDs46227613	386
CIDs91757942	CIDs46829304	230
CIDs91757942	CIDs46931216	205
CIDs91757942	CIDs50919252	176
CIDs91757942	CIDs05284616	153
CIDs91757942	CIDs52921591	206
CIDs91757942	CIDs00053015	293
CIDs91757942	CIDs53377509	216
CIDs91757942	CIDs54133513	273
CIDs91757942	CIDs56963908	151
CIDs91757942	CIDs59529932	258
CIDs91757942	CIDs06421776	155
CIDs91757942	CIDs06450018	257
CIDs91757942	CIDs66563700	209
CIDs91757942	CIDs06918473	208
CIDs91757942	CIDs70789281	297
CIDs91757942	CIDs70789300	330
CIDs91757942	CIDs71305054	156
CIDs91757942	CIDs71307851	352
CIDs91757942	CIDs71308609	172
CIDs91757942	CIDs71447310	200
CIDs91757942	CIDs00071821	282
CIDs91757942	CIDs73659163	194
CIDs91757942	CIDs00741428	177
CIDs91757942	CIDs74333646	451
CIDs91757942	CIDs00075077	172
CIDs91757942	CIDs77068234	182
CIDs91757942	CIDs86583206	219
CIDs91757942	CIDs00087885	210
CIDs91757942	CIDs91757941	150
CIDs91757942	CIDs00093861	154
CIDs91757941	CIDs00105103	151
CIDs91757941	CIDs00011360	172
CIDs91757941	CIDs11681588	171
CIDs91757941	CIDs00119072	237
CIDs91757941	CIDs00124842	153
CIDs91757941	CIDs00013099	273
CIDs91757941	CIDs00141223	195
CIDs91757941	CIDs00146084	179
CIDs91757941	CIDs14730796	273
CIDs91757941	CIDs00014811	171
CIDs91757941	CIDs00159266	230
CIDs91757941	CIDs00159426	273
CIDs91757941	CIDs15991535	207
CIDs91757941	CIDs16088234	258
CIDs91757941	CIDs16129640	166
CIDs91757941	CIDs16156770	260
CIDs91757941	CIDs16226768	298
CIDs91757941	CIDs16685144	274
CIDs91757941	CIDs00167653	209
CIDs91757941	CIDs00169680	232
CIDs91757941	CIDs00001715	151
CIDs91757941	CIDs17754242	157
CIDs91757941	CIDs18221875	218
CIDs91757941	CIDs00202892	345
CIDs91757941	CIDs20759172	353
CIDs91757941	CIDs00021872	151
CIDs91757941	CIDs21940820	344
CIDs91757941	CIDs21946615	203
CIDs91757941	CIDs00221007	154
CIDs91757941	CIDs22120529	153
CIDs91757941	CIDs00023980	403
CIDs91757941	CIDs00023991	157
CIDs91757941	CIDs00023992	230
CIDs91757941	CIDs24180126	208
CIDs91757941	CIDs24871496	152
CIDs91757941	CIDs24985573	151
CIDs91757941	CIDs25147496	162
CIDs91757941	CIDs25174103	177
CIDs91757941	CIDs25396472	155
CIDs91757941	CIDs02733814	272
CIDs91757941	CIDs03032411	176
CIDs91757941	CIDs03033108	210
CIDs91757941	CIDs03081195	272
CIDs91757941	CIDs00003295	169
CIDs91757941	CIDs00356804	310
CIDs91757941	CIDs03584988	214
CIDs91757941	CIDs04232365	359
CIDs91757941	CIDs04343483	151
CIDs91757941	CIDs44141939	152
CIDs91757941	CIDs44241490	175
CIDs91757941	CIDs00444375	271
CIDs91757941	CIDs00444425	177
CIDs91757941	CIDs44445003	153
CIDs91757941	CIDs00448671	167
CIDs91757941	CIDs46207938	659
CIDs91757941	CIDs46846239	197
CIDs91757941	CIDs00004730	152
CIDs91757941	CIDs05281568	257
CIDs91757941	CIDs05282052	157
CIDs91757941	CIDs05284649	153
CIDs91757941	CIDs00053518	153
CIDs91757941	CIDs54345645	150
CIDs91757941	CIDs05465048	272
CIDs91757941	CIDs54728923	178
CIDs91757941	CIDs54755130	374
CIDs91757941	CIDs05492580	360
CIDs91757941	CIDs05714554	230
CIDs91757941	CIDs57788271	310
CIDs91757941	CIDs00595230	169
CIDs91757941	CIDs05983661	153
CIDs91757941	CIDs60148711	271
CIDs91757941	CIDs60150358	259
CIDs91757941	CIDs60210949	151
CIDs91757941	CIDs06372446	208
CIDs91757941	CIDs06391663	440
CIDs91757941	CIDs66545743	197
CIDs91757941	CIDs00067024	151
CIDs91757941	CIDs00000712	576
CIDs91757941	CIDs71305054	213
CIDs91757941	CIDs07147386	293
CIDs91757941	CIDs71574667	154
CIDs91757941	CIDs00071648	153
CIDs91757941	CIDs71816183	172
CIDs91757941	CIDs72548598	281
CIDs91757941	CIDs73352188	154
CIDs91757941	CIDs86287510	230
CIDs91757941	CIDs00088927	217
CIDs91757941	CIDs91757942	150
CIDs91757941	CIDs09570580	388
CIDs91757941	CIDs09600424	150
CIDs91757941	CIDs00009637	298
CIDs91757941	CIDs09838356	151
CIDs91757941	CIDs09961860	150
CIDs91757938	CIDs00010029	187
CIDs91757938	CIDs00001003	239
CIDs91757938	CIDs10043899	152
CIDs91757938	CIDs10215446	155
CIDs91757938	CIDs10313067	153
CIDs91757938	CIDs10453194	760
CIDs91757938	CIDs10899936	157
CIDs91757938	CIDs11130378	174
CIDs91757938	CIDs11158353	152
CIDs91757938	CIDs11658439	230
CIDs91757938	CIDs11687385	152
CIDs91757938	CIDs11688533	208
CIDs91757938	CIDs00117384	150
CIDs91757938	CIDs11966311	440
CIDs91757938	CIDs11971807	156
CIDs91757938	CIDs00123375	167
CIDs91757938	CIDs12648641	155
CIDs91757938	CIDs00013836	190
CIDs91757938	CIDs00014100	151
CIDs91757938	CIDs00015357	208
CIDs91757938	CIDs00015993	171
CIDs91757938	CIDs16131354	207
CIDs91757938	CIDs00162610	169
CIDs91757938	CIDs00016850	150
CIDs91757938	CIDs00017262	154
CIDs91757938	CIDs00000175	172
CIDs91757938	CIDs18219362	233
CIDs91757938	CIDs18655266	150
CIDs91757938	CIDs00019648	230
CIDs91757938	CIDs19697631	195
CIDs91757938	CIDs00002349	233
CIDs91757938	CIDs00023830	155
CIDs91757938	CIDs00023939	189
CIDs91757938	CIDs00023985	230
CIDs91757938	CIDs00024524	175
CIDs91757938	CIDs00024584	344
CIDs91757938	CIDs00024775	174
CIDs91757938	CIDs24978514	157
CIDs91757938	CIDs00272184	150
CIDs91757938	CIDs02754492	154
CIDs91757938	CIDs02786702	176
CIDs91757938	CIDs00000280	298
CIDs91757938	CIDs00000283	155
CIDs91757938	CIDs03013396	232
CIDs91757938	CIDs00309176	154
CIDs91757938	CIDs00003624	329
CIDs91757938	CIDs00003776	186
CIDs91757938	CIDs00003821	177
CIDs91757938	CIDs00431374	208
CIDs91757938	CIDs00439530	155
CIDs91757938	CIDs44116829	241
CIDs91757938	CIDs44119222	179
CIDs91757938	CIDs04416330	209
CIDs91757938	CIDs00442514	208
CIDs91757938	CIDs44263835	230
CIDs91757938	CIDs00443314	209
CIDs91757938	CIDs44520897	388
CIDs91757938	CIDs44725246	154
CIDs91757938	CIDs46241289	150
CIDs91757938	CIDs00004873	210
CIDs91757938	CIDs00004939	152
CIDs91757938	CIDs00005234	291
CIDs91757938	CIDs53364414	150
CIDs91757938	CIDs53379038	740
CIDs91757938	CIDs53389629	165
CIDs91757938	CIDs53655476	151
CIDs91757938	CIDs53831445	152
CIDs91757938	CIDs00542959	163
CIDs91757938	CIDs05486602	230
CIDs91757938	CIDs00005590	273
CIDs91757938	CIDs05702553	205
CIDs91757938	CIDs00005707	156
CIDs91757938	CIDs57514596	152
CIDs91757938	CIDs00005957	153
CIDs91757938	CIDs00005961	210
CIDs91757938	CIDs00005962	258
CIDs91757938	CIDs00000597	152
CIDs91757938	CIDs00005988	209
CIDs91757938	CIDs60150359	197
CIDs91757938	CIDs60196442	156
CIDs91757938	CIDs06020626	160
CIDs91757938	CIDs00006049	354
CIDs91757938	CIDs00060986	189
CIDs91757938	CIDs00000612	400
CIDs91757938	CIDs00006212	262
CIDs91757938	CIDs00006503	273
CIDs91757938	CIDs00006618	151
CIDs91757938	CIDs00066621	230
CIDs91757938	CIDs00000679	230
CIDs91757938	CIDs67983123	389
CIDs91757938	CIDs06914662	583
CIDs91757938	CIDs00000702	318
CIDs91757938	CIDs70680430	173
CIDs91757938	CIDs70693179	155
CIDs91757938	CIDs00000712	292
CIDs91757938	CIDs71299327	475
CIDs91757938	CIDs00000713	210
CIDs91757938	CIDs71716390	151
CIDs91757938	CIDs72725330	230
CIDs91757938	CIDs73352188	154
CIDs91757938	CIDs73659122	589
CIDs91757938	CIDs00000750	195
CIDs91757938	CIDs00000753	271
CIDs91757938	CIDs00075617	329
CIDs91757938	CIDs07648872	170
